500	2	3	2	12.0	6.0	 2.384185791015625e-07 
500	2	3	3	16.0	8.0	 2.384185791015625e-07 
500	2	3	23	13.0	6.5	 4.76837158203125e-07 
500	2	3	17	15.0	7.5	 4.76837158203125e-07 
500	2	3	27	11.0	5.5	 2.384185791015625e-07 
500	2	3	19	17.0	8.5	 2.384185791015625e-07 
500	2	3	20	15.0	7.5	 2.384185791015625e-07 
500	2	3	16	14.0	7.0	 2.384185791015625e-07 
500	2	3	22	12.0	6.0	 2.384185791015625e-07 
500	2	3	18	17.0	8.5	 2.384185791015625e-07 
500	2	3	25	14.0	7.0	 2.384185791015625e-07 
500	2	3	28	16.0	8.0	 4.76837158203125e-07 
500	2	3	29	7.0	3.5	 2.384185791015625e-07 
500	2	3	24	13.0	6.5	 2.384185791015625e-07 
500	2	3	26	17.0	8.5	 2.384185791015625e-07 
500	2	3	21	14.0	7.0	 2.384185791015625e-07 
500	2	3	6	14.0	7.0	 4.76837158203125e-07 
500	2	3	4	12.0	6.0	 2.384185791015625e-07 
500	2	3	7	14.0	7.0	 2.384185791015625e-07 
500	2	3	5	9.0	4.5	 2.384185791015625e-07 
500	2	3	59	17.0	8.5	 4.76837158203125e-07 
500	2	3	74	15.0	7.5	 2.384185791015625e-07 
500	2	3	69	16.0	8.0	 4.76837158203125e-07 
500	2	3	66	14.0	7.0	 2.384185791015625e-07 
500	2	3	63	13.0	6.5	 4.76837158203125e-07 
500	2	3	72	14.0	7.0	 0.0 
500	2	3	76	15.0	7.5	 2.384185791015625e-07 
500	2	3	62	18.0	9.0	 2.384185791015625e-07 
500	2	3	68	10.0	5.0	 2.384185791015625e-07 
500	2	3	75	16.0	8.0	 7.152557373046875e-07 
500	2	3	73	19.0	9.5	 2.384185791015625e-07 
500	2	3	67	15.0	7.5	 2.384185791015625e-07 
500	2	3	71	14.0	7.0	 2.384185791015625e-07 
500	2	3	61	15.0	7.5	 2.384185791015625e-07 
500	2	3	70	16.0	8.0	 4.76837158203125e-07 
500	2	3	65	10.0	5.0	 2.384185791015625e-07 
500	2	3	64	11.0	5.5	 2.384185791015625e-07 
500	2	3	60	11.0	5.5	 2.384185791015625e-07 
500	2	3	53	16.0	8.0	 2.384185791015625e-07 
500	2	3	50	17.0	8.5	 2.384185791015625e-07 
500	2	3	51	14.0	7.0	 2.384185791015625e-07 
500	2	3	55	15.0	7.5	 2.384185791015625e-07 
500	2	3	56	14.0	7.0	 4.76837158203125e-07 
500	2	3	58	14.0	7.0	 4.76837158203125e-07 
500	2	3	54	14.0	7.0	 7.152557373046875e-07 
500	2	3	49	17.0	8.5	 2.384185791015625e-07 
500	2	3	52	12.0	6.0	 7.152557373046875e-07 
500	2	3	57	16.0	8.0	 4.76837158203125e-07 
500	2	3	84	14.0	7.0	 2.384185791015625e-07 
500	2	3	77	10.0	5.0	 4.76837158203125e-07 
500	2	3	81	14.0	7.0	 2.384185791015625e-07 
500	2	3	78	16.0	8.0	 2.384185791015625e-07 
500	2	3	83	13.0	6.5	 2.384185791015625e-07 
500	2	3	85	13.0	6.5	 2.384185791015625e-07 
500	2	3	80	17.0	8.5	 2.384185791015625e-07 
500	2	3	79	14.0	7.0	 2.384185791015625e-07 
500	2	3	82	14.0	7.0	 4.76837158203125e-07 
500	2	3	92	13.0	6.5	 4.76837158203125e-07 
500	2	3	88	14.0	7.0	 2.384185791015625e-07 
500	2	3	86	16.0	8.0	 2.384185791015625e-07 
500	2	3	91	12.0	6.0	 2.384185791015625e-07 
500	2	3	89	15.0	7.5	 2.384185791015625e-07 
