N M d gamma tmax seed FW_fin_energy FW_fin_opt_gap int_FW_path_energy shortest_path_energy frac_shortest_paths avg_traf_int_paths avg_len_int_paths time avg_len_shortest_path avg_traf_shortest_paths avg_traf_FW avg_traf_int_FW RGAP avg_degen_od_FW identifier num_start_end_pairs misall_traffic_1e-1 misall_traffic_1e-2 misall_traffic_1e-3 misall_traffic_1e-4 misall_traffic_1e-5 sup_paths_od_degen_rtol_1e-2 sup_paths_od_degen_rtol_1e-3 sup_paths_od_degen_rtol_1e-4 sup_paths_od_degen_rtol_1e-5 sup_paths_od_degen_rtol_1e-6 frac_integer_paths_tol_1e-02 frac_integer_paths_tol_1e-03 frac_integer_paths_tol_1e-04 frac_integer_paths_tol_1e-06 frac_integer_paths_tol_0e+00 frac_FW_flow_SP frac_sup_shortest_paths_tol_1e-2 frac_sup_shortest_paths_tol_1e-3 frac_sup_shortest_paths_tol_1e-4 frac_sup_shortest_paths_tol_1e-5 frac_sup_shortest_paths_tol_1e-6
64 40273 3.0 2.0 10000 7 3.06170028938e+08 7.8667e+00 3.06170729000e+08 3.139163e+08 9.9513e-01 9.97357e-01 4.17816e+00 3.4494e+02 4.1733e+00 1.7507e+03 1.7528e+03 1.7528e+03 1.2847e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 4.852969939842774e-07 0.0026611785597038706 0.41302457056046527 1.1750992063492063 1.1274801587301588 1.1185515873015872 1.1130952380952381 1.1076388888888888 0.9893477019342984 0.9888510913018648 0.988677277580513 0.988677277580513 0.9476324088098727 9.95120e-01 0.9943783068783071 0.9947916666666666 0.9947916666666666 0.9947916666666666 0.9947916666666666
64 20759 3.0 2.0 10000 9 8.65484974921e+07 7.9998e-01 8.65486640000e+07 8.936147e+07 9.8911e-01 9.96913e-01 4.25464e+00 3.6585e+02 4.2437e+00 9.1767e+02 9.2004e+02 9.2002e+02 4.6216e-09 2.0000e+00 exp_highM_vartmax_final 4012 0 0 0 1.74116860356881e-08 0.2259320552754655 1.1064307078763709 1.0705383848454637 1.068544366899302 1.0675473579262214 1.0615653040877369 0.987282624403873 0.987234452526615 0.9870417650175828 0.9870417650175828 0.9128570740401754 9.89032e-01 0.9865819209039549 0.9865819209039548 0.9865819209039548 0.9865819209039548 0.9888251910933865
64 20759 3.0 2.0 10000 10 7.20177453361e+07 1.6579e+00 7.20181020000e+07 7.334264e+07 1.0000e+00 9.94820e-01 3.98247e+00 3.3074e+02 3.9825e+00 8.6117e+02 8.6117e+02 8.6117e+02 1.1510e-08 2.0000e+00 exp_highM_vartmax_final 4014 0 0 3.174780152165728e-08 3.174780152165728e-08 0.270022192657065 1.1816143497757847 1.122820129546587 1.1223218734429496 1.1183358246138515 1.1038863976083706 0.9792860927790356 0.9787080302519389 0.9784671708656486 0.9784189989883906 0.9233103714051737 1.00000e+00 1.0 1.0 1.0 1.0 1.0
64 40273 3.0 2.0 10000 13 3.78292224375e+08 3.7176e+00 3.78292465000e+08 3.959050e+08 9.6886e-01 9.97573e-01 4.50443e+00 3.9787e+02 4.4723e+00 1.8762e+03 1.8897e+03 1.8897e+03 4.9136e-09 2.0000e+00 exp_highM_vartmax_final 4032 0 0 1.8189626364387676e-07 0.0008890982212069863 0.0008890982212069863 1.1790674603174602 1.0987103174603174 1.0972222222222223 1.0972222222222223 1.0972222222222223 0.9908623643632211 0.9908375338315993 0.990787872768356 0.9907382117051126 0.943386387902565 9.68811e-01 0.9508969907407407 0.9690972222222223 0.9688492063492063 0.9688492063492063 0.9688492063492063
64 211128 3.0 2.0 10000 16 9.91151293253e+09 7.3948e+02 9.91151799600e+09 1.026999e+10 9.8464e-01 9.99132e-01 4.43481e+00 3.8049e+02 4.4195e+00 9.7195e+03 9.7532e+03 9.7532e+03 3.7304e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.0001337757142786938 2.3442599170184013 1.4047619047619047 1.2008928571428572 1.1989087301587302 1.1969246031746033 1.1780753968253967 0.996859724906218 0.9966702663786897 0.9966655299155015 0.9966560569891251 0.9896129362282596 9.84650e-01 0.9342675264550263 0.9831762566137567 0.9828869047619049 0.9828869047619049 0.982638888888889
64 294072 3.0 2.0 10000 16 1.92295215424e+10 1.3739e+03 1.92295220050e+10 1.992327e+10 9.8485e-01 9.99390e-01 4.43573e+00 3.8108e+02 4.4206e+00 1.3541e+04 1.3588e+04 1.3588e+04 3.5723e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.001045757111681908 6.509584834196921 1.410218253968254 1.2003968253968254 1.1984126984126984 1.1974206349206349 1.1780753968253967 0.9976128295111402 0.9975958268723306 0.9975890258168068 0.9975890258168068 0.9902676895454174 9.84845e-01 0.9335069444444444 0.9834242724867726 0.9836722883597885 0.9836722883597885 0.9833829365079366
64 211128 3.0 2.0 10000 9 8.94472191889e+09 8.2944e+01 8.94472216000e+09 9.248910e+09 9.8930e-01 9.99730e-01 4.25328e+00 3.7673e+02 4.2426e+00 9.3305e+03 9.3540e+03 9.3540e+03 4.6365e-09 2.0000e+00 exp_highM_vartmax_final 4032 0 0 1.2724986988116272e-07 0.00010341513489850725 0.20081334885322047 1.0987103174603174 1.0714285714285714 1.0639880952380953 1.0634920634920635 1.0570436507936507 0.9988490394452655 0.9988206206661362 0.9988206206661362 0.9988016748133833 0.9906360122769126 9.89303e-01 0.9879298941798942 0.9881779100529101 0.9881779100529101 0.9881779100529101 0.9881779100529101
64 409600 3.0 2.0 10000 17 2.82343654804e+10 4.8086e+02 2.82343659100e+10 2.868812e+10 1.0000e+00 9.99778e-01 4.00190e+00 3.4821e+02 4.0019e+00 1.7075e+04 1.7075e+04 1.7075e+04 8.5154e-09 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 1.5134132798004351e-05 0.04733328843485898 1.1527777777777777 1.1036706349206349 1.099702380952381 1.0972222222222223 1.0873015873015872 0.99908935546875 0.9990771484375 0.9990771484375 0.9990673828125 0.99461181640625 1.00000e+00 1.0 1.0 1.0 1.0 1.0
64 78132 3.0 2.0 10000 4 1.32435696604e+09 4.8540e+01 1.32435845700e+09 1.378370e+09 9.8410e-01 9.98188e-01 4.41992e+00 3.7882e+02 4.4040e+00 3.5843e+03 3.5973e+03 3.5973e+03 1.8326e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0 5.1825012352590724e-05 1.1944444444444444 1.1498015873015872 1.148313492063492 1.1478174603174602 1.1413690476190477 0.9930374238468234 0.9930118261403779 0.9930118261403779 0.9929862284339324 0.9669405621256335 9.84078e-01 0.9802248677248683 0.9828455687830692 0.9826802248677252 0.9826802248677252 0.9828042328042331
64 151579 3.0 2.0 10000 19 4.74271874878e+09 9.5337e+01 4.74271926400e+09 4.901553e+09 9.9043e-01 9.99127e-01 4.29288e+00 3.7414e+02 4.2833e+00 6.7631e+03 6.7782e+03 6.7782e+03 1.0051e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.0002778483656988363 0.0002778483656988363 1.1984126984126984 1.1473214285714286 1.1388888888888888 1.1388888888888888 1.1344246031746033 0.996681598374445 0.9966288206149928 0.9966156261751298 0.9965760428555407 0.9836850751093489 9.90444e-01 0.988260582010582 0.9890873015873015 0.9893353174603173 0.9893353174603173 0.9893353174603173
64 7682 3.0 2.0 10000 13 1.38653620219e+07 4.7314e-01 1.38669500000e+07 1.452123e+07 9.7253e-01 9.89241e-01 4.51914e+00 3.4997e+02 4.4911e+00 3.5939e+02 3.6160e+02 3.6162e+02 1.7062e-08 2.0000e+00 exp_highM_vartmax_final 3462 0 0 0 5.530664686468827e-07 5.530664686468827e-07 1.1669555170421722 1.1409589832466782 1.0918544194107451 1.0918544194107451 1.0875216637781628 0.9629002863837542 0.962770111950013 0.962119239781307 0.962119239781307 0.7563134600364488 9.72804e-01 0.9504717889466592 0.9529751588677065 0.971317157712305 0.971317157712305 0.971317157712305
64 211128 3.0 2.0 10000 18 8.44473699886e+09 2.1205e+02 8.44473748400e+09 8.732976e+09 9.9046e-01 9.99340e-01 4.17536e+00 3.6959e+02 4.1658e+00 9.1617e+03 9.1827e+03 9.1827e+03 1.2555e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.016022950790737563 0.016022950790737563 1.181547619047619 1.1547619047619047 1.150297619047619 1.150297619047619 1.1463293650793651 0.997428100488803 0.9973570535409799 0.9973523170777917 0.9973286347618506 0.9898402864612936 9.90453e-01 0.9875992063492067 0.9893353174603177 0.9893353174603177 0.9893353174603177 0.9896660052910056
64 56094 3.0 2.0 10000 6 6.98876872428e+08 3.1172e+01 6.98877381000e+08 7.297824e+08 9.8754e-01 9.97014e-01 4.44919e+00 3.5839e+02 4.4367e+00 2.5924e+03 2.5997e+03 2.5997e+03 2.2301e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.0001653385518819173 1.3704459039569499 1.2584325396825398 1.1959325396825398 1.1944444444444444 1.1904761904761905 1.1770833333333333 0.9882518629443434 0.9880735907583699 0.9880735907583699 0.9880379363211752 0.9632581024708525 9.87534e-01 0.982048374905518 0.983953373015873 0.983953373015873 0.983953373015873 0.9841187169312169
64 56094 3.0 2.0 10000 16 7.04259037450e+08 4.4594e+01 7.04260881000e+08 7.299503e+08 9.8406e-01 9.96925e-01 4.44794e+00 3.9557e+02 4.4320e+00 2.5897e+03 2.5990e+03 2.5990e+03 3.1660e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 5.354897326252519e-08 0.0019200589918759556 1.901933480714361 1.40625 1.1964285714285714 1.191468253968254 1.1879960317460319 1.1736111111111112 0.9880914179769672 0.9877705280422149 0.9877705280422149 0.9877705280422149 0.9620101971690377 9.84034e-01 0.9328924162257491 0.9831349206349207 0.9829695767195767 0.9829695767195767 0.9829695767195767
64 78132 3.0 2.0 10000 6 1.35344009404e+09 5.9549e+01 1.35344065400e+09 1.413005e+09 9.8794e-01 9.97872e-01 4.44550e+00 3.9627e+02 4.4334e+00 3.6083e+03 3.6181e+03 3.6181e+03 2.1999e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 2.2682195419609e-07 0.00017907306687018753 7.35708768943844 1.2485119047619047 1.1899801587301588 1.1884920634920635 1.1845238095238095 1.1770833333333333 0.9917831362309937 0.9916039522858752 0.9916039522858752 0.9915783545794297 0.9653919008856806 9.87936e-01 0.9830073696145126 0.9834573412698413 0.983953373015873 0.983953373015873 0.9846974206349207
64 40273 3.0 2.0 10000 2 3.48423287032e+08 9.4773e+00 3.48423586000e+08 3.611427e+08 9.8741e-01 9.97425e-01 4.36461e+00 3.6309e+02 4.3520e+00 1.8257e+03 1.8311e+03 1.8310e+03 1.3600e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0 0 1.1592261904761905 1.1240079365079365 1.1185515873015872 1.1185515873015872 1.1121031746031746 0.9890249050232165 0.9889752439599732 0.9889504134283515 0.9889504134283515 0.9439823206614854 9.87243e-01 0.9759837962962964 0.9791666666666669 0.9797453703703707 0.9797453703703707 0.9809027777777777
128 1 3.0 2.0 936011 2 1.27333363327e+00 5.4745e-08 5.00000000000e+00 5.000000e+00 1.0000e+00 1.81536e-01 5.00000e+00 2.8046e+02 5.0000e+00 2.6042e-02 4.6137e-02 2.6042e-02 2.1497e-08 2.0000e+00 exp_highM_vartmax_final 1 0 0 0 0 0 318.0 113.0 103.0 103.0 99.0 0.0 0.0 0.0 0.0 0.0 1.81536e-01 0.0031446540880503146 0.008849557522123894 0.009708737864077669 0.009708737864077669 0.010101010101010102
64 78132 3.0 2.0 10000 2 1.30573525610e+09 3.5232e+01 1.30573540000e+09 1.353032e+09 9.8669e-01 9.98542e-01 4.35624e+00 3.4353e+02 4.3429e+00 3.5346e+03 3.5454e+03 3.5454e+03 1.3491e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0 0 1.1612103174603174 1.1215277777777777 1.1200396825396826 1.1200396825396826 1.117063492063492 0.9943429068755439 0.9942405160497619 0.9942405160497619 0.9942405160497619 0.9677852864383352 9.86672e-01 0.9763144841269844 0.9794146825396824 0.9794146825396824 0.9794146825396824 0.9794146825396824
64 40273 3.0 2.0 10000 4 3.51277792643e+08 1.0007e+01 3.51279158000e+08 3.656457e+08 9.8277e-01 9.96460e-01 4.41765e+00 3.4212e+02 4.4004e+00 1.8460e+03 1.8533e+03 1.8532e+03 1.4243e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.0023204412318856508 0.0023204412318856508 1.2048611111111112 1.1517857142857142 1.1498015873015872 1.1493055555555556 1.1428571428571428 0.98641769920294 0.9863680381396965 0.9863432076080749 0.9862438854815881 0.9426911330171579 9.82733e-01 0.9800264550264554 0.9819361772486775 0.9814401455026458 0.9814401455026458 0.9816881613756617
64 56094 3.0 2.0 10000 11 6.97707508641e+08 1.6183e+01 6.97707969000e+08 7.194358e+08 9.8362e-01 9.97658e-01 4.42530e+00 3.6452e+02 4.4089e+00 2.5762e+03 2.5858e+03 2.5858e+03 1.1597e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.0056302442117575095 0.400680534361793 1.1716269841269842 1.1388888888888888 1.1369047619047619 1.1324404761904763 1.1215277777777777 0.9908368096409598 0.9907655007665704 0.9907298463293757 0.9906585374549862 0.9650408243305879 9.83606e-01 0.9825562169312169 0.9840443121693121 0.9840443121693121 0.9840443121693121 0.9840443121693121
64 28914 3.0 2.0 10000 4 1.81624515122e+08 7.5635e+00 1.81625123000e+08 1.888912e+08 9.8368e-01 9.95197e-01 4.42336e+00 3.6525e+02 4.4070e+00 1.3273e+03 1.3322e+03 1.3323e+03 2.0822e-08 2.0000e+00 exp_highM_vartmax_final 4030 0 0 8.472985153493239e-08 8.472985153493239e-08 8.472985153493239e-08 1.2054590570719603 1.1568238213399504 1.1538461538461537 1.1538461538461537 1.1483870967741936 0.9805284637199972 0.9804592930760185 0.9804592930760185 0.9804592930760185 0.9216988310161167 9.83715e-01 0.9794706368899921 0.9814722911497109 0.9815963606286191 0.9815963606286191 0.9823407775020682
64 409600 3.0 2.0 10000 9 3.36530578771e+10 1.6323e+02 3.36530581490e+10 3.478974e+10 9.8947e-01 9.99833e-01 4.25214e+00 3.7421e+02 4.2416e+00 1.8098e+04 1.8142e+04 1.8142e+04 2.4252e-09 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0 0 1.0972222222222223 1.0714285714285714 1.0699404761904763 1.0699404761904763 1.066468253968254 0.99934814453125 0.9993408203125 0.9993408203125 0.99933837890625 0.9948876953125 9.89464e-01 0.9876818783068784 0.9879298941798942 0.9879298941798942 0.9879298941798942 0.9879298941798942
64 294072 3.0 2.0 10000 12 1.59741475789e+10 4.0298e+02 1.59741478960e+10 1.646682e+10 9.9773e-01 9.99573e-01 4.14007e+00 3.3909e+02 4.1378e+00 1.2675e+04 1.2682e+04 1.2682e+04 1.2614e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 2.1519492256458105e-07 1.8556304319734181e-06 1.8556304319734181e-06 1.1879960317460319 1.1413690476190477 1.1408730158730158 1.1408730158730158 1.1369047619047619 0.9982589297859028 0.9982283250360456 0.9982181234527598 0.998177317119617 0.9905635354607035 9.97729e-01 0.9962797619047618 0.9975198412698413 0.9975198412698413 0.9975198412698413 0.9977678571428571
64 40273 3.0 2.0 10000 6 3.59500104037e+08 1.2357e+01 3.59501063000e+08 3.752820e+08 9.8701e-01 9.95638e-01 4.44370e+00 3.6338e+02 4.4307e+00 1.8587e+03 1.8642e+03 1.8642e+03 1.7186e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 3.3125471228070243e-07 2.0080495287783498e-06 2.0080495287783498e-06 1.2614087301587302 1.189484126984127 1.1830357142857142 1.1825396825396826 1.1800595238095237 0.9844312566732054 0.984381595609962 0.9840587986988801 0.9840587986988801 0.9408288431455317 9.87015e-01 0.9818664965986398 0.983953373015873 0.9837880291005291 0.9837880291005291 0.9835400132275132
64 20759 3.0 2.0 10000 6 9.62636040035e+07 3.4232e+00 9.62663670000e+07 1.008334e+08 9.8526e-01 9.92065e-01 4.45652e+00 3.6577e+02 4.4418e+00 9.6049e+02 9.6370e+02 9.6368e+02 1.7780e-08 2.0000e+00 exp_highM_vartmax_final 4010 0 0 1.101472068578042e-05 5.9182568359435765e-05 5.9182568359435765e-05 1.2618453865336658 1.1850374064837905 1.1840399002493767 1.1840399002493767 1.1698254364089775 0.970277951731779 0.9697480610819403 0.9691699985548436 0.9689773110458114 0.8958042294908233 9.85157e-01 0.9796223726398293 0.9828761429758935 0.9828761429758935 0.9828761429758935 0.982959268495428
64 211128 3.0 2.0 10000 13 1.03610953496e+10 4.1754e+02 1.03610961970e+10 1.082926e+10 9.6969e-01 9.99461e-01 4.49947e+00 4.1389e+02 4.4682e+00 9.8266e+03 9.8956e+03 9.8955e+03 2.0149e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 3.9074478985282194e-08 0.27819179694272195 16.082283878427546 1.1939484126984128 1.160218253968254 1.1572420634920635 1.1011904761904763 1.0902777777777777 0.9973902087832973 0.9973807358569209 0.9973807358569209 0.9973807358569209 0.9899729074305634 9.69640e-01 0.9476493606701939 0.9482225529100532 0.9485532407407411 0.9691798941798941 0.9691798941798941
64 151579 3.0 2.0 10000 16 5.11034385063e+09 3.2471e+02 5.11034658700e+09 5.293993e+09 9.8493e-01 9.98769e-01 4.43483e+00 3.8687e+02 4.4198e+00 6.9786e+03 7.0024e+03 7.0024e+03 3.1770e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.004096014102590677 0.38127586829362 1.4027777777777777 1.2028769841269842 1.2023809523809523 1.2018849206349207 1.1889880952380953 0.9953753488280038 0.9953027794087571 0.9953027794087571 0.9952961821888257 0.9827086865594838 9.84936e-01 0.9334821428571427 0.9828869047619049 0.9828869047619049 0.9828869047619049 0.9831349206349207
64 78132 3.0 2.0 10000 18 1.15631268886e+09 2.7872e+01 1.15631292900e+09 1.195555e+09 9.8999e-01 9.98353e-01 4.17464e+00 3.5480e+02 4.1646e+00 3.3895e+03 3.3976e+03 3.3976e+03 1.2052e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 2.544283384898074e-06 2.544283384898074e-06 1.181547619047619 1.1473214285714286 1.1428571428571428 1.1428571428571428 1.1369047619047619 0.9934853837096196 0.9934213894435059 0.9934085905902831 0.9933957917370604 0.9671837403368658 9.89980e-01 0.9877645502645507 0.9899140211640214 0.9897486772486774 0.9897486772486774 0.9896246693121695
128 2 3.0 2.0 896883 5 2.94942741617e+00 1.5957e-07 1.20000000000e+01 1.200000e+01 1.0000e+00 1.56034e-01 6.00000e+00 2.8719e+02 6.0000e+00 6.2500e-02 9.1793e-02 6.2500e-02 2.7050e-08 2.0000e+00 exp_highM_vartmax_final 2 0 0 0 0 3.4523850196144235e-06 71.5 56.0 56.0 55.5 55.5 0.0 0.0 0.0 0.0 0.0 2.52827e-01 0.039883720930232555 0.05178365937859609 0.05178365937859609 0.05320411392405063 0.05320411392405063
64 409600 3.0 2.0 10000 13 3.88288400734e+10 1.2796e+03 3.88288417420e+10 4.058014e+10 9.7011e-01 9.99720e-01 4.49094e+00 4.0084e+02 4.4600e+00 1.9029e+04 1.9162e+04 1.9161e+04 1.6478e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.2741801988679663 28.938836801927902 1.1959325396825398 1.1612103174603174 1.1572420634920635 1.1046626984126984 1.0912698412698412 0.9986767578125 0.9986669921875 0.99861083984375 0.99859619140625 0.9944140625 9.70052e-01 0.9485587522045855 0.9488839285714287 0.9491319444444446 0.9696759259259259 0.9696759259259259
64 409600 3.0 2.0 10000 5 3.04089956887e+10 6.0322e+02 3.04089960250e+10 3.121457e+10 9.9953e-01 9.99674e-01 4.12615e+00 3.6146e+02 4.1257e+00 1.7603e+04 1.7605e+04 1.7605e+04 9.9184e-09 2.0000e+00 exp_highM_vartmax_final 4032 0 0 3.974467540053158e-08 0.0006189274823240484 0.10769951281075775 1.2157738095238095 1.15625 1.1418650793650793 1.1408730158730158 1.132936507936508 0.9986767578125 0.9986376953125 0.99863037109375 0.99861572265625 0.99443115234375 9.99527e-01 0.9992972883597884 0.9993386243386244 0.9996693121693121 0.9996693121693121 0.9996693121693121
128 1 3.0 2.0 936011 7 1.18982697257e+00 5.9011e-08 3.00000000000e+00 3.000000e+00 1.0000e+00 3.43087e-01 3.00000e+00 2.3596e+02 3.0000e+00 1.5625e-02 4.2542e-02 1.5625e-02 2.4798e-08 2.0000e+00 exp_highM_vartmax_final 1 0 0 0 0 0 273.0 128.0 128.0 128.0 125.0 0.0 0.0 0.0 0.0 0.0 3.43087e-01 0.003663003663003663 0.0078125 0.0078125 0.0078125 0.008
64 56094 3.0 2.0 10000 14 6.49688464013e+08 3.1991e+01 6.49689572000e+08 6.704612e+08 9.8970e-01 9.96896e-01 4.35925e+00 3.8184e+02 4.3489e+00 2.5411e+03 2.5472e+03 2.5472e+03 2.4620e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 2.569130489599876e-08 2.569130489599876e-08 2.517835814198446 1.2380952380952381 1.1899801587301588 1.1870039682539681 1.1830357142857142 1.1775793650793651 0.9880379363211752 0.9876813919492281 0.987627910293436 0.987627910293436 0.9629728669732949 9.89662e-01 0.9908647486772486 0.990410052910053 0.990410052910053 0.990410052910053 0.9899966931216932
64 10700 3.0 2.0 10000 14 2.35487690589e+07 8.3983e-01 2.35511240000e+07 2.429803e+07 9.9112e-01 9.85242e-01 4.35271e+00 3.4888e+02 4.3438e+00 4.8416e+02 4.8516e+02 4.8515e+02 1.7832e-08 2.0000e+00 exp_highM_vartmax_final 3770 0 0 0 0 0.53144855927551 1.2419098143236074 1.1716180371352785 1.1716180371352785 1.170026525198939 1.1647214854111405 0.9467289719626168 0.9450467289719626 0.9450467289719626 0.9450467289719626 0.8458878504672898 9.91035e-01 0.9902740937223696 0.9902298850574712 0.9902298850574712 0.9902298850574712 0.9908045977011495
64 28914 3.0 2.0 10000 5 1.51370862962e+08 4.4761e+00 1.51371340000e+08 1.554330e+08 9.9993e-01 9.95277e-01 4.12354e+00 3.4873e+02 4.1235e+00 1.2419e+03 1.2420e+03 1.2420e+03 1.4785e-08 2.0000e+00 exp_highM_vartmax_final 4030 0 0 0 5.106334106097061e-06 0.06850523824936355 1.2163771712158808 1.167741935483871 1.1563275434243176 1.1543424317617865 1.1359801488833747 0.9810472435498374 0.980805146295912 0.980597634363976 0.9805284637199972 0.9297917963616241 9.99934e-01 0.9990239867659223 0.9996277915632754 0.9996691480562447 0.9996691480562447 1.0
64 409600 3.0 2.0 10000 12 3.10107039526e+10 8.2722e+02 3.10107042930e+10 3.196538e+10 9.9778e-01 9.99681e-01 4.14138e+00 3.6361e+02 4.1392e+00 1.7660e+04 1.7670e+04 1.7670e+04 1.3338e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.01932913481374874 0.01932913481374874 1.1919642857142858 1.1448412698412698 1.1413690476190477 1.1413690476190477 1.1339285714285714 0.9987255859375 0.998701171875 0.99867431640625 0.99864501953125 0.9945166015625 9.97777e-01 0.9964451058201058 0.9975198412698413 0.9975198412698413 0.9975198412698413 0.9975198412698413
64 40273 3.0 2.0 10000 11 3.59393536514e+08 4.0065e+00 3.59394246000e+08 3.703488e+08 9.8359e-01 9.97082e-01 4.42435e+00 3.8366e+02 4.4079e+00 1.8492e+03 1.8561e+03 1.8561e+03 5.5740e-09 2.0000e+00 exp_highM_vartmax_final 4032 0 0 8.204293332438987e-07 4.635537912327542e-05 4.635537912327542e-05 1.1731150793650793 1.1374007936507937 1.1314484126984128 1.1314484126984128 1.1195436507936507 0.9878330395053758 0.9876343952524024 0.9876095647207807 0.9876095647207807 0.9445782534204057 9.83603e-01 0.9837136243386245 0.9837962962962963 0.9837962962962963 0.9837962962962963 0.9836309523809523
64 40273 3.0 2.0 10000 18 3.09346124089e+08 8.1330e+00 3.09346549000e+08 3.203228e+08 9.8920e-01 9.96486e-01 4.18794e+00 3.5060e+02 4.1771e+00 1.7524e+03 1.7569e+03 1.7569e+03 1.3145e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 1.2740109096607812e-05 0.08048022478529658 1.1889880952380953 1.1567460317460319 1.1557539682539681 1.154265873015873 1.1443452380952381 0.9867156655824001 0.98641769920294 0.9859459191021279 0.9858465969756413 0.9433118963077 9.89132e-01 0.9873511904761909 0.9875165343915345 0.9875165343915345 0.9878885582010584 0.9877645502645505
128 1 3.0 2.0 936011 10 1.38571227918e+00 6.4624e-08 4.00000000000e+00 4.000000e+00 1.0000e+00 3.00747e-01 4.00000e+00 2.7023e+02 4.0000e+00 2.0833e-02 4.5860e-02 2.0833e-02 2.3318e-08 2.0000e+00 exp_highM_vartmax_final 1 0 0 0 0 0 268.0 115.0 104.0 104.0 104.0 0.0 0.0 0.0 0.0 0.0 3.00747e-01 0.0037313432835820895 0.008695652173913044 0.009615384615384616 0.009615384615384616 0.009615384615384616
64 20759 3.0 2.0 10000 13 1.00665715319e+08 3.3405e+00 1.00666133000e+08 1.055641e+08 9.6907e-01 9.95876e-01 4.50595e+00 3.9576e+02 4.4740e+00 9.6745e+02 9.7432e+02 9.7436e+02 1.6592e-08 2.0000e+00 exp_highM_vartmax_final 4015 0 0 0 0.001732804445450778 0.0623072664486792 1.1658779576587797 1.096637608966376 1.095143212951432 1.0933997509339974 1.0799501867995018 0.9839587648730671 0.9828026398188737 0.9827062960643577 0.9826099523098415 0.9002360421985645 9.69263e-01 0.9540929846409298 0.9697965960979659 0.9695475300954752 0.9695475300954752 0.9706102117061021
64 40273 3.0 2.0 10000 12 3.00705747370e+08 9.1298e+00 3.00706515000e+08 3.102301e+08 9.9759e-01 9.96531e-01 4.14677e+00 3.6529e+02 4.1444e+00 1.7386e+03 1.7396e+03 1.7396e+03 1.5181e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.0003322067951939134 0.0003322067951939134 1.1870039682539681 1.1398809523809523 1.1354166666666667 1.1354166666666667 1.1279761904761905 0.987187445683212 0.9871377846199687 0.9870881235567254 0.9869391403669953 0.9468378317979788 9.97578e-01 0.9968584656084656 0.9975198412698413 0.9975198412698413 0.9975198412698413 0.9975198412698413
128 1 3.0 2.0 936011 9 1.16384997718e+00 6.9856e-08 3.00000000000e+00 3.000000e+00 1.0000e+00 3.37997e-01 3.00000e+00 2.8159e+02 3.0000e+00 1.5625e-02 4.0684e-02 1.5625e-02 3.0011e-08 2.0000e+00 exp_highM_vartmax_final 1 0 0 0 0 0 355.0 134.0 130.0 130.0 128.0 0.0 0.0 0.0 0.0 0.0 3.37997e-01 0.0028169014084507044 0.007462686567164179 0.007692307692307693 0.007692307692307693 0.0078125
64 78132 3.0 2.0 10000 12 1.12972931472e+09 2.5629e+01 1.12972962200e+09 1.165206e+09 9.9721e-01 9.98323e-01 4.14409e+00 3.5256e+02 4.1413e+00 3.3705e+03 3.3728e+03 3.3728e+03 1.1343e-08 2.0000e+00 exp_highM_vartmax_final 4032 0 0 0 0.0005855615169676611 0.023683228453891106 1.1875 1.1438492063492063 1.1413690476190477 1.1408730158730158 1.1388888888888888 0.9930758204064916 0.9929990272871551 0.9929606307274869 0.9929606307274869 0.9679772692366764 9.97218e-01 0.9971064814814815 0.9975198412698413 0.9975198412698413 0.9975198412698413 0.9972718253968254
