N M d gamma tmax seed FW_fin_energy FW_fin_opt_gap int_FW_path_energy shortest_path_energy frac_shortest_paths avg_traf_int_paths avg_len_int_paths time avg_len_shortest_path avg_traf_shortest_paths avg_traf_FW avg_traf_int_FW RGAP avg_degen_od_FW identifier num_start_end_pairs misall_traffic_1e-1 misall_traffic_1e-2 misall_traffic_1e-3 misall_traffic_1e-4 misall_traffic_1e-5 sup_paths_od_degen_rtol_1e-2 sup_paths_od_degen_rtol_1e-3 sup_paths_od_degen_rtol_1e-4 sup_paths_od_degen_rtol_1e-5 sup_paths_od_degen_rtol_1e-6 frac_integer_paths_tol_1e-02 frac_integer_paths_tol_1e-03 frac_integer_paths_tol_1e-04 frac_integer_paths_tol_1e-06 frac_integer_paths_tol_0e+00 frac_FW_flow_SP frac_sup_shortest_paths_tol_1e-2 frac_sup_shortest_paths_tol_1e-3 frac_sup_shortest_paths_tol_1e-4 frac_sup_shortest_paths_tol_1e-5 frac_sup_shortest_paths_tol_1e-6
256 78322 3.0 2.0 6000 14 6.13020853961e+08 1.2338e+01 6.13085962000e+08 6.252097e+08 9.9678e-01 9.84989e-01 6.13774e+00 3.5456e+03 6.1345e+00 1.2512e+03 1.2519e+03 1.2519e+03 1.0063e-08 2.0000e+00 exp_highM_vartmax_final 45532 0 0 1.25001476842997e-07 0.020156330833738308 1.022266785093732 1.1727356584380215 1.1093516647632435 1.1009619608187649 1.0985021523324257 1.087784415356233 0.9471412885268506 0.9450856719695615 0.9445877275861189 0.9438471949133066 0.7822961619979061 9.96795e-01 0.9954006705906473 0.996614102901988 0.9967605200737941 0.9967458783566134 0.9967458783566135
128 125606 12.0 2.0 20000 1 9.87825391875e+07 3.7368e+01 9.88472880000e+07 1.041403e+08 1.0000e+00 9.35491e-01 2.19286e+00 2.8068e+03 2.1929e+00 3.5864e+02 3.5864e+02 3.5864e+02 1.8914e-07 2.0000e+00 exp_highM_vartmax_final 16253 0 0 0 0 0 4.307020242416785 4.307020242416785 4.307020242416785 4.307020242416785 4.144773272626592 0.7939429645080649 0.7913316242854641 0.7910927821919335 0.7910848207888158 0.7672802254669363 1.00000e+00 1.0 1.0 1.0 1.0 1.0
128 57 12.0 2.0 1038785 13 3.80904063471e+01 1.1923e-06 1.30000000000e+02 1.540000e+02 9.6491e-01 2.85295e-01 2.28070e+00 3.1611e+03 2.2456e+00 1.6667e-01 2.0844e-01 1.6927e-01 1.5651e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 7.326697696044405e-08 5.789015388643964e-07 12.421052631578947 11.771929824561404 11.719298245614034 11.68421052631579 11.491228070175438 0.0 0.0 0.0 0.0 0.0 5.43382e-01 0.26797185872263274 0.2799314311901895 0.2808562860624128 0.28161576050609777 0.28498135120059515
256 78322 3.0 2.0 6000 17 6.09474623665e+08 6.0833e+00 6.09507620000e+08 6.235944e+08 9.9553e-01 9.91974e-01 6.12548e+00 3.5226e+03 6.1210e+00 1.2485e+03 1.2494e+03 1.2494e+03 4.9906e-09 2.0000e+00 exp_highM_vartmax_final 45719 0 0 1.1115647908033132e-07 0.0033817188345647902 0.02513357055243972 1.1183096743148362 1.0574378267241191 1.0518165314201973 1.0516196767208381 1.048644983486078 0.9706340491815837 0.9705319067439544 0.9704936033298435 0.9703786930875106 0.7757718137943362 9.95484e-01 0.9943455310337785 0.9950932143456037 0.995107796175186 0.9951296689195592 0.9951661234935145
128 118 12.0 2.0 675695 0 1.33454906419e+02 3.5026e-06 2.83000000000e+02 3.610000e+02 9.1525e-01 4.33651e-01 2.34746e+00 3.1319e+03 2.2627e+00 3.4766e-01 3.9947e-01 3.6068e-01 1.3123e-08 2.0000e+00 exp_highM_vartmax_final 118 0 0 0 1.3619114172338002e-06 1.3619114172338002e-06 6.838983050847458 6.3559322033898304 6.271186440677966 6.271186440677966 6.262711864406779 0.01694915254237288 0.01694915254237288 0.01694915254237288 0.01694915254237288 0.0 6.84960e-01 0.46641254087664846 0.48447428277936755 0.48563169410627055 0.48563169410627055 0.48574939655448146
128 57 12.0 2.0 1038785 8 3.66847177832e+01 1.0852e-06 1.27000000000e+02 1.440000e+02 9.4737e-01 2.86735e-01 2.22807e+00 3.1093e+03 2.1754e+00 1.6146e-01 2.0597e-01 1.6536e-01 1.4790e-08 2.0000e+00 exp_highM_vartmax_final 56 0 0 0 0 0 12.517857142857142 11.767857142857142 11.696428571428571 11.696428571428571 11.428571428571429 0.0 0.0 0.0 0.0 0.0 5.25082e-01 0.26650352675728606 0.2769289315376499 0.2784095937325978 0.2784095937325978 0.2831007883922799
128 786560 12.0 2.0 20000 12 3.86119037633e+09 1.5938e+03 3.86120822000e+09 4.053963e+09 1.0000e+00 9.89511e-01 2.18932e+00 2.7716e+03 2.1893e+00 2.2422e+03 2.2422e+03 2.2422e+03 2.0639e-07 2.0000e+00 exp_highM_vartmax_final 16256 0 0 0 0 0 4.410433070866142 4.410433070866142 4.410433070866142 4.410433070866142 4.226870078740157 0.9600411920260374 0.9592860048820179 0.9592084519934907 0.9592008238405207 0.9563339096826688 1.00000e+00 1.0 1.0 1.0 1.0 1.0
128 57 12.0 2.0 1038785 5 3.61846105906e+01 1.1321e-06 1.25000000000e+02 1.480000e+02 9.4737e-01 2.98309e-01 2.19298e+00 3.1903e+03 2.1404e+00 1.5885e-01 2.0472e-01 1.6276e-01 1.5643e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 2.5585614013556857e-07 2.5585614013556857e-07 13.280701754385966 12.31578947368421 12.210526315789474 12.210526315789474 12.052631578947368 0.0 0.0 0.0 0.0 0.0 5.04521e-01 0.2440853253504243 0.2564096822223756 0.256994477544013 0.256994477544013 0.25803693067624944
128 87030 12.0 2.0 20000 8 4.77134290052e+07 1.9023e+01 4.78282220000e+07 5.053839e+07 1.0000e+00 9.01668e-01 2.19954e+00 2.8427e+03 2.1995e+00 2.4925e+02 2.4925e+02 2.4925e+02 1.9935e-07 2.0000e+00 exp_highM_vartmax_final 16163 0 0 0 0 0 4.513394790571057 4.513394790571057 4.513394790571057 4.513394790571057 4.326177071088288 0.7211306446053085 0.7186487418131678 0.7183844651269677 0.7183385039641503 0.6826956221992416 1.00000e+00 1.0 1.0 1.0 1.0 1.0
128 57 12.0 2.0 1038785 2 3.79999857541e+01 1.2258e-06 1.33000000000e+02 1.500000e+02 9.8246e-01 2.68653e-01 2.33333e+00 3.1906e+03 2.3158e+00 1.7188e-01 2.1127e-01 1.7318e-01 1.6129e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 0 0 12.526315789473685 11.859649122807017 11.771929824561404 11.771929824561404 11.614035087719298 0.0 0.0 0.0 0.0 0.0 5.46781e-01 0.2940937891341183 0.30564754310680675 0.3079545140283287 0.3079545140283287 0.31021908096007833
128 57 12.0 2.0 1038785 1 3.94117891044e+01 1.1587e-06 1.33000000000e+02 1.500000e+02 9.4737e-01 2.79017e-01 2.33333e+00 3.1840e+03 2.2807e+00 1.6927e-01 2.1301e-01 1.7318e-01 1.4700e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 3.409838271323231e-07 3.409838271323231e-07 13.12280701754386 11.701754385964913 11.614035087719298 11.614035087719298 11.456140350877194 0.0 0.0 0.0 0.0 0.0 5.23815e-01 0.27050916913112355 0.29221680595519606 0.29348353171882585 0.29348353171882585 0.29717724369427156
128 82 12.0 2.0 843074 0 7.08536202343e+01 1.9316e-06 1.88000000000e+02 2.280000e+02 9.2683e-01 3.57182e-01 2.29268e+00 3.1481e+03 2.2195e+00 2.3698e-01 2.8842e-01 2.4479e-01 1.3631e-08 2.0000e+00 exp_highM_vartmax_final 82 0 0 0 0 0 9.109756097560975 8.451219512195122 8.402439024390244 8.402439024390244 8.329268292682928 0.0 0.0 0.0 0.0 0.0 5.73921e-01 0.334433435805387 0.3486636161941039 0.3487665451080085 0.3487665451080085 0.3494452024939829
128 39 12.0 2.0 1272041 1 2.08636207823e+01 6.8455e-07 8.90000000000e+01 9.900000e+01 9.4872e-01 2.27141e-01 2.28205e+00 3.1289e+03 2.2308e+00 1.1328e-01 1.5194e-01 1.1589e-01 1.6405e-08 2.0000e+00 exp_highM_vartmax_final 39 0 0 0 1.501145066684355e-06 1.501145066684355e-06 18.94871794871795 17.46153846153846 17.358974358974358 17.358974358974358 17.17948717948718 0.0 0.0 0.0 0.0 0.0 4.34969e-01 0.1926708986698443 0.20342057983491763 0.20434409589001262 0.20434409589001262 0.2071528605762171
128 57 12.0 2.0 1038785 9 3.83810056933e+01 1.1779e-06 1.34000000000e+02 1.500000e+02 9.2982e-01 2.91809e-01 2.24561e+00 3.1995e+03 2.1754e+00 1.6146e-01 2.0828e-01 1.6667e-01 1.5345e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 2.806003378541533e-07 1.1116764037093428e-05 12.736842105263158 11.824561403508772 11.789473684210526 11.736842105263158 11.543859649122806 0.0 0.0 0.0 0.0 0.0 4.89774e-01 0.23860649372663095 0.25547403195480434 0.2560942694171471 0.2569822637485991 0.25801644485243963
256 78322 3.0 2.0 6000 9 6.15913000104e+08 9.7422e+00 6.15954520000e+08 6.311732e+08 9.9358e-01 9.88670e-01 6.14624e+00 3.6050e+03 6.1398e+00 1.2523e+03 1.2536e+03 1.2536e+03 7.9087e-09 2.0000e+00 exp_highM_vartmax_final 45526 0 0 0 0.008725791550938142 0.3850308194409791 1.1462021701884637 1.0772086280367263 1.0722883626938453 1.0712340201203707 1.068092957870228 0.9605985546845075 0.9598580220116953 0.9596154337223258 0.9590664181200684 0.7414519547509001 9.93529e-01 0.9917933342119524 0.9934989529792496 0.9936234239775068 0.9935794930369454 0.9935794930369454
128 786560 12.0 2.0 20000 9 3.83913153026e+09 1.4774e+03 3.83914929200e+09 4.029895e+09 1.0000e+00 9.89904e-01 2.18306e+00 2.8257e+03 2.1831e+00 2.2358e+03 2.2358e+03 2.2358e+03 1.9241e-07 2.0000e+00 exp_highM_vartmax_final 16256 0 0 0 0 0 4.286663385826771 4.286663385826771 4.286663385826771 4.286663385826771 4.135088582677166 0.9616494609438568 0.9610239524003255 0.9609641985353946 0.9609552990235964 0.9579917615947925 1.00000e+00 1.0 1.0 1.0 1.0 1.0
256 78322 3.0 2.0 6000 13 6.15987003982e+08 1.0220e+01 6.16038647000e+08 6.318963e+08 9.9607e-01 9.87735e-01 6.15440e+00 3.6245e+03 6.1504e+00 1.2545e+03 1.2553e+03 1.2553e+03 8.2953e-09 2.0000e+00 exp_highM_vartmax_final 45618 0 0 7.680454288836239e-06 0.024172240544123643 0.49082355492314445 1.1507738173527993 1.0876189223552106 1.0805603051427068 1.079968433513087 1.0744662194747687 0.9563213401087817 0.955785092311228 0.9551083986619341 0.954623222083195 0.7457036337172187 9.96073e-01 0.9956457246408585 0.9962127522761484 0.9961835240475251 0.9961835240475251 0.9961031464188114
128 82 12.0 2.0 843074 12 7.06545274971e+01 2.0800e-06 1.97000000000e+02 2.410000e+02 9.2683e-01 3.52476e-01 2.28049e+00 3.2033e+03 2.2073e+00 2.3568e-01 2.8714e-01 2.4349e-01 1.4720e-08 2.0000e+00 exp_highM_vartmax_final 82 0 0 0 2.6438894672130757e-07 2.6438894672130757e-07 9.329268292682928 8.707317073170731 8.658536585365853 8.658536585365853 8.512195121951219 0.0 0.0 0.0 0.0 0.0 5.85266e-01 0.3241898679211541 0.3376133422988363 0.33923143964864094 0.33923143964864094 0.341126000657451
128 39 12.0 2.0 1272041 11 1.90926396061e+01 6.2052e-07 8.10000000000e+01 8.600000e+01 9.7436e-01 2.51779e-01 2.07692e+00 3.1802e+03 2.0513e+00 1.0417e-01 1.4362e-01 1.0547e-01 1.6250e-08 2.0000e+00 exp_highM_vartmax_final 39 0 0 0 5.90625766615574e-07 9.33280984220732e-07 18.82051282051282 17.05128205128205 16.846153846153847 16.743589743589745 16.46153846153846 0.0 0.0 0.0 0.0 0.0 4.38177e-01 0.1710314580976009 0.18358132641793828 0.1853215991131181 0.18598702564061362 0.18687339108997028
128 1638400 12.0 2.0 20000 8 1.68625429248e+10 7.0432e+03 1.68625594870e+10 1.778689e+10 1.0000e+00 9.94861e-01 2.19645e+00 2.8397e+03 2.1965e+00 4.6858e+03 4.6858e+03 4.6858e+03 2.0884e-07 2.0000e+00 exp_highM_vartmax_final 16256 0 0 0 0 0 4.512180118110236 4.512180118110236 4.512180118110236 4.512180118110236 4.294783464566929 0.9802313232421875 0.9798876953125 0.979853515625 0.9798486328125 0.97816162109375 1.00000e+00 1.0 1.0 1.0 1.0 1.0
128 57 12.0 2.0 1038785 11 3.62232601264e+01 1.0930e-06 1.22000000000e+02 1.320000e+02 1.0000e+00 3.06967e-01 2.14035e+00 3.2442e+03 2.1404e+00 1.5885e-01 2.0244e-01 1.5885e-01 1.5086e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 0 0 12.87719298245614 11.56140350877193 11.491228070175438 11.491228070175438 11.421052631578947 0.0 0.0 0.0 0.0 0.0 5.44860e-01 0.262395686782425 0.27925195289746374 0.28042154354073856 0.28042154354073856 0.2814037971545711
128 57 12.0 2.0 1038785 3 3.82293506044e+01 1.0675e-06 1.33000000000e+02 1.390000e+02 9.6491e-01 2.79126e-01 2.26316e+00 3.2425e+03 2.2281e+00 1.6536e-01 2.0942e-01 1.6797e-01 1.3962e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 1.469275289263974e-08 1.469275289263974e-08 12.824561403508772 11.947368421052632 11.842105263157896 11.842105263157896 11.68421052631579 0.0 0.0 0.0 0.0 0.0 5.34395e-01 0.2697115113053245 0.2838334391651406 0.2856166308375289 0.2856166308375289 0.28933771482177084
128 82 12.0 2.0 843074 5 6.65560338971e+01 1.8750e-06 1.82000000000e+02 2.290000e+02 9.6341e-01 3.66956e-01 2.19512e+00 3.2255e+03 2.1585e+00 2.3047e-01 2.7960e-01 2.3438e-01 1.4086e-08 2.0000e+00 exp_highM_vartmax_final 82 0 0 0 1.1604099031531367e-06 1.1604099031531367e-06 8.670731707317072 8.195121951219512 8.170731707317072 8.170731707317072 8.134146341463415 0.0 0.0 0.0 0.0 0.0 5.90241e-01 0.3337273692164011 0.3484342385257018 0.3486205528888454 0.3486205528888454 0.35005255584523864
128 57 12.0 2.0 1038785 18 3.74418290523e+01 1.1004e-06 1.24000000000e+02 1.370000e+02 9.8246e-01 2.94254e-01 2.17544e+00 3.2137e+03 2.1579e+00 1.6016e-01 2.0573e-01 1.6146e-01 1.4695e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 1.6004890674604867e-08 1.6004890674604867e-08 12.614035087719298 11.701754385964913 11.614035087719298 11.614035087719298 11.473684210526315 0.0 0.0 0.0 0.0 0.0 4.98376e-01 0.2395439255733373 0.25613837449221183 0.2575725698118561 0.2575725698118561 0.25963145634442686
512 2 3.0 2.0 2797363 3 2.82149519375e+00 4.5197e-08 1.50000000000e+01 1.500000e+01 1.0000e+00 9.14019e-02 7.50000e+00 3.7090e+03 7.5000e+00 1.9531e-02 3.2635e-02 1.9531e-02 8.0094e-09 2.0000e+00 exp_highM_vartmax_final 2 0 0 0 0 0 590.5 203.0 178.5 177.5 174.0 0.0 0.0 0.0 0.0 0.0 1.25727e-01 0.002470705122585547 0.007202556538839725 0.00818968259016602 0.008240699094005011 0.008427714856762159
128 57 12.0 2.0 1038785 4 3.67224914687e+01 1.0683e-06 1.27000000000e+02 1.420000e+02 9.8246e-01 2.88401e-01 2.22807e+00 3.2385e+03 2.2105e+00 1.6406e-01 2.0556e-01 1.6536e-01 1.4545e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 0 1.070216195553364e-06 12.0 11.298245614035087 11.12280701754386 11.105263157894736 11.017543859649123 0.0 0.0 0.0 0.0 0.0 5.33041e-01 0.2659870794192371 0.2810659094042668 0.2837574673589827 0.28380876519421405 0.2843849920862304
128 87030 12.0 2.0 20000 11 4.73959126875e+07 1.8870e+01 4.75040360000e+07 5.009847e+07 1.0000e+00 9.05704e-01 2.19221e+00 2.8773e+03 2.1922e+00 2.4842e+02 2.4842e+02 2.4842e+02 1.9907e-07 2.0000e+00 exp_highM_vartmax_final 16186 0 0 0 0 0 4.416162115408378 4.416162115408378 4.416162115408378 4.416162115408378 4.224391449400716 0.7287716879237045 0.7263012754222682 0.7261059404802942 0.7260714696081811 0.6894289325519936 1.00000e+00 1.0 1.0 1.0 1.0 1.0
128 57 12.0 2.0 1038785 19 3.85355533067e+01 1.0828e-06 1.39000000000e+02 1.590000e+02 9.6491e-01 2.64789e-01 2.29825e+00 3.2332e+03 2.2632e+00 1.6797e-01 2.1128e-01 1.7057e-01 1.4049e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 1.0058511634714051e-08 1.0058511634714051e-08 13.12280701754386 12.017543859649123 11.894736842105264 11.87719298245614 11.649122807017545 0.0 0.0 0.0 0.0 0.0 5.20762e-01 0.26401621947898624 0.2803213267670656 0.28396658501758704 0.2841254967897711 0.28598447824790524
128 57 12.0 2.0 1038785 17 3.90506354871e+01 1.1683e-06 1.33000000000e+02 1.570000e+02 9.6491e-01 2.80597e-01 2.33333e+00 3.2324e+03 2.2982e+00 1.7057e-01 2.1128e-01 1.7318e-01 1.4959e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 0 0 12.403508771929825 11.543859649122806 11.491228070175438 11.491228070175438 11.385964912280702 0.0 0.0 0.0 0.0 0.0 5.58257e-01 0.30827435574461803 0.3195995497812346 0.32090277012470264 0.32090277012470264 0.3218244947347115
128 82 12.0 2.0 843074 3 6.91670698667e+01 1.9625e-06 1.83000000000e+02 2.050000e+02 9.7561e-01 3.64542e-01 2.23171e+00 3.2558e+03 2.2073e+00 2.3568e-01 2.8447e-01 2.3828e-01 1.4186e-08 2.0000e+00 exp_highM_vartmax_final 82 0 0 0 5.926061213423142e-06 5.926061213423142e-06 8.853658536585366 8.134146341463415 8.060975609756097 8.060975609756097 7.951219512195122 0.0 0.0 0.0 0.0 0.0 6.17332e-01 0.331212150957016 0.35470251293422017 0.35554059761376827 0.35554059761376827 0.35765054728469353
128 39 12.0 2.0 1272041 2 2.03117969964e+01 6.5679e-07 9.30000000000e+01 1.000000e+02 9.7436e-01 2.10357e-01 2.33333e+00 3.2802e+03 2.3077e+00 1.1719e-01 1.5171e-01 1.1849e-01 1.6168e-08 2.0000e+00 exp_highM_vartmax_final 39 0 0 0 0 0 18.153846153846153 16.846153846153847 16.58974358974359 16.58974358974359 16.384615384615383 0.0 0.0 0.0 0.0 0.0 4.68447e-01 0.2123017118935747 0.2263247633558025 0.22860265209863634 0.22860265209863634 0.23108232553542166
256 117129 3.0 2.0 6000 10 1.30976208178e+09 1.4259e+01 1.30977854700e+09 1.331125e+09 9.9990e-01 9.93867e-01 6.02999e+00 3.6677e+03 6.0299e+00 1.8393e+03 1.8393e+03 1.8393e+03 5.4435e-09 2.0000e+00 exp_highM_vartmax_final 54422 0 0 7.5792116220059345e-06 0.019598250556459498 0.23722258906156926 1.1336224321046635 1.0626768586233508 1.0530667744662086 1.051817279776561 1.047462423284701 0.9768801919251424 0.976265485063477 0.9761118083480607 0.975343424770979 0.8678124119560484 9.99901e-01 0.9997164137052419 0.9999111878774516 0.9999448752342802 0.9999448752342802 0.9999448752342802
128 82 12.0 2.0 843074 6 6.76780657962e+01 1.9802e-06 1.83000000000e+02 2.250000e+02 9.5122e-01 3.64318e-01 2.23171e+00 3.2764e+03 2.1829e+00 2.3307e-01 2.8126e-01 2.3828e-01 1.4630e-08 2.0000e+00 exp_highM_vartmax_final 82 0 0 0 2.3554337882166106e-07 8.83919123639149e-06 8.585365853658537 8.012195121951219 7.975609756097561 7.939024390243903 7.914634146341464 0.0 0.0 0.0 0.0 0.0 6.08019e-01 0.34957796268771874 0.3607997693363546 0.361443400772669 0.36178215416020293 0.3615181904816051
128 39 12.0 2.0 1272041 4 1.97577943692e+01 6.6643e-07 8.90000000000e+01 9.300000e+01 1.0000e+00 2.20765e-01 2.28205e+00 3.3305e+03 2.2821e+00 1.1589e-01 1.4861e-01 1.1589e-01 1.6865e-08 2.0000e+00 exp_highM_vartmax_final 39 0 0 0 0 0 18.025641025641026 16.641025641025642 16.564102564102566 16.564102564102566 16.205128205128204 0.0 0.0 0.0 0.0 0.0 5.02140e-01 0.22315100935069973 0.23558823168134901 0.23677738069658508 0.23677738069658508 0.24051595372753617
256 78322 3.0 2.0 6000 12 6.31525654925e+08 1.3206e+01 6.31608930000e+08 6.467097e+08 9.9563e-01 9.87009e-01 6.22811e+00 3.7307e+03 6.2237e+00 1.2694e+03 1.2703e+03 1.2703e+03 1.0455e-08 2.0000e+00 exp_highM_vartmax_final 45737 0 0 9.501896163751184e-07 0.011064240182625132 0.43941893536268906 1.1557163784244704 1.0891619476572578 1.0844392942256815 1.083958283228021 1.0802195159280232 0.9546742933020097 0.954099742090345 0.9539592962386048 0.9537550113633462 0.7281223666402799 9.95661e-01 0.9951611022439896 0.9957528915320202 0.9957000532027315 0.9957328494071174 0.9957328494071174
512 3 3.0 2.0 2731785 7 4.62337055431e+00 6.8837e-08 2.20000000000e+01 2.200000e+01 1.0000e+00 1.01241e-01 7.33333e+00 3.8086e+03 7.3333e+00 2.8646e-02 4.6537e-02 2.8646e-02 7.4445e-09 2.0000e+00 exp_highM_vartmax_final 3 0 0 0 0 0 244.33333333333334 128.66666666666666 117.66666666666667 117.0 113.33333333333333 0.0 0.0 0.0 0.0 0.0 1.01241e-01 0.004184848089366539 0.00790753086562397 0.00872338182584862 0.008784195898224968 0.009106017439350774
128 57 12.0 2.0 1038785 6 3.71360071122e+01 1.0819e-06 1.31000000000e+02 1.510000e+02 9.6491e-01 2.82224e-01 2.22807e+00 3.3112e+03 2.1930e+00 1.6276e-01 2.0697e-01 1.6536e-01 1.4567e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 0 0 12.824561403508772 12.0 11.75438596491228 11.75438596491228 11.736842105263158 0.0 0.0 0.0 0.0 0.0 5.32146e-01 0.2621424374420479 0.27574502583443544 0.28133382098765886 0.28133382098765886 0.2809324908649665
128 57 12.0 2.0 1038785 0 3.82851667201e+01 1.1561e-06 1.29000000000e+02 1.470000e+02 9.4737e-01 2.90060e-01 2.26316e+00 3.3890e+03 2.1930e+00 1.6276e-01 2.0900e-01 1.6797e-01 1.5099e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 0 0 12.982456140350877 11.912280701754385 11.824561403508772 11.824561403508772 11.68421052631579 0.0 0.0 0.0 0.0 0.0 4.88163e-01 0.22735650003186178 0.2464947393134227 0.24811972251735329 0.24811972251735329 0.2501442345263854
128 39 12.0 2.0 1272041 16 2.02128861560e+01 6.1421e-07 8.50000000000e+01 8.800000e+01 9.2308e-01 2.27081e-01 2.17949e+00 3.3360e+03 2.1026e+00 1.0677e-01 1.4888e-01 1.1068e-01 1.5193e-08 2.0000e+00 exp_highM_vartmax_final 39 0 0 0 0 0 18.23076923076923 16.641025641025642 16.256410256410255 16.256410256410255 16.05128205128205 0.0 0.0 0.0 0.0 0.0 3.86099e-01 0.15042405985101426 0.16145586636784504 0.1658220754941161 0.1658220754941161 0.16785095443554496
128 57 12.0 2.0 1038785 14 3.80124177415e+01 1.0477e-06 1.27000000000e+02 1.390000e+02 9.2982e-01 2.98977e-01 2.19298e+00 3.3984e+03 2.1228e+00 1.5755e-01 2.0490e-01 1.6276e-01 1.3781e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 0 0 13.228070175438596 11.859649122807017 11.736842105263158 11.736842105263158 11.56140350877193 0.0 0.0 0.0 0.0 0.0 4.98497e-01 0.20739096730582793 0.22606512997379866 0.2289535212522828 0.2289535212522828 0.23134219724776992
128 27 12.0 2.0 1522272 3 1.05724832753e+01 3.6704e-07 6.00000000000e+01 6.100000e+01 9.6296e-01 1.83424e-01 2.22222e+00 3.3246e+03 2.1852e+00 7.6823e-02 1.0894e-01 7.8125e-02 1.7358e-08 2.0000e+00 exp_highM_vartmax_final 27 0 0 0 0 0 25.74074074074074 23.59259259259259 23.333333333333332 23.333333333333332 23.037037037037038 0.0 0.0 0.0 0.0 0.0 4.01185e-01 0.16582018052972966 0.17826851754085377 0.18088151951116632 0.18088151951116632 0.18266162009874312
512 2 3.0 2.0 2797363 5 2.89921399448e+00 4.8909e-08 1.50000000000e+01 1.500000e+01 1.0000e+00 1.04636e-01 7.50000e+00 3.8303e+03 7.5000e+00 1.9531e-02 3.3881e-02 1.9531e-02 8.4348e-09 2.0000e+00 exp_highM_vartmax_final 2 0 0 0 0 1.8897821916965402e-07 505.0 207.0 192.0 190.0 189.0 0.0 0.0 0.0 0.0 0.0 1.04636e-01 0.001986749756082208 0.004847207586933614 0.005228758169934641 0.0052842362887974195 0.005316156615661566
256 117129 3.0 2.0 6000 19 1.36178472518e+09 1.5879e+01 1.36185920000e+09 1.391409e+09 9.9711e-01 9.92073e-01 6.12772e+00 3.7132e+03 6.1248e+00 1.8682e+03 1.8691e+03 1.8691e+03 5.8303e-09 2.0000e+00 exp_highM_vartmax_final 54408 0 0 1.5516244785818783e-08 0.004850834490117529 0.13241923901095684 1.153745772680488 1.0752095280105867 1.068353918541391 1.066607851786502 1.062601088075283 0.9710575519299234 0.9701098788515227 0.9697854502300882 0.9693756456556446 0.8304604325145779 9.97083e-01 0.9965084791452244 0.9967927510660197 0.9968203205410969 0.9968141939910798 0.9969489780914571
128 57 12.0 2.0 1038785 7 3.65927030041e+01 1.2114e-06 1.33000000000e+02 1.480000e+02 9.8246e-01 2.73123e-01 2.29825e+00 3.3598e+03 2.2807e+00 1.6927e-01 2.0688e-01 1.7057e-01 1.6553e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 0 1.327348273370577e-06 12.12280701754386 11.43859649122807 11.403508771929825 11.350877192982455 11.280701754385966 0.0 0.0 0.0 0.0 0.0 5.68547e-01 0.31132186327703903 0.32414833023029216 0.3244377509918491 0.3258688577248135 0.327501922515773
128 57 12.0 2.0 1038785 12 3.80071280444e+01 1.1499e-06 1.37000000000e+02 1.500000e+02 9.4737e-01 2.78641e-01 2.26316e+00 3.3657e+03 2.2105e+00 1.6406e-01 2.1045e-01 1.6797e-01 1.5128e-08 2.0000e+00 exp_highM_vartmax_final 57 0 0 0 0 3.315601458616107e-06 13.403508771929825 12.105263157894736 12.052631578947368 12.035087719298245 11.824561403508772 0.0 0.0 0.0 0.0 0.0 4.98068e-01 0.24983607497457908 0.2664749768658087 0.26686376935986433 0.2676612175257335 0.27250659001816485
128 27 12.0 2.0 1522272 1 1.11007369561e+01 3.7137e-07 6.10000000000e+01 6.700000e+01 1.0000e+00 1.82729e-01 2.25926e+00 3.3598e+03 2.2593e+00 7.9427e-02 1.1018e-01 7.9427e-02 1.6727e-08 2.0000e+00 exp_highM_vartmax_final 27 0 0 0 0 5.633923975366384e-07 27.40740740740741 24.59259259259259 24.444444444444443 24.40740740740741 24.14814814814815 0.0 0.0 0.0 0.0 0.0 3.97757e-01 0.14800344546356223 0.16268690507695188 0.16209476558247995 0.16224908657013426 0.16389345714143844
128 39 12.0 2.0 1272041 5 1.92167397882e+01 6.1025e-07 8.40000000000e+01 9.500000e+01 9.7436e-01 2.40923e-01 2.15385e+00 3.3873e+03 2.1282e+00 1.0807e-01 1.4760e-01 1.0938e-01 1.5878e-08 2.0000e+00 exp_highM_vartmax_final 39 0 0 0 0 1.3484818191938919e-06 18.41025641025641 16.743589743589745 16.58974358974359 16.564102564102566 16.307692307692307 0.0 0.0 0.0 0.0 0.0 4.33695e-01 0.17105974978904048 0.18685000577117744 0.1874160043426535 0.1875568890989229 0.19155238176334466
