N M d gamma tmax seed FW_fin_energy FW_fin_opt_gap int_FW_path_energy shortest_path_energy frac_shortest_paths avg_traf_int_paths avg_len_int_paths time avg_len_shortest_path avg_traf_shortest_paths avg_traf_FW avg_traf_int_FW RGAP avg_degen_od_FW identifier num_start_end_pairs misall_traffic_1e-1 misall_traffic_1e-2 misall_traffic_1e-3 misall_traffic_1e-4 misall_traffic_1e-5 sup_paths_od_degen_rtol_1e-2 sup_paths_od_degen_rtol_1e-3 sup_paths_od_degen_rtol_1e-4 sup_paths_od_degen_rtol_1e-5 sup_paths_od_degen_rtol_1e-6 frac_integer_paths_tol_1e-02 frac_integer_paths_tol_1e-03 frac_integer_paths_tol_1e-04 frac_integer_paths_tol_1e-06 frac_integer_paths_tol_0e+00 frac_FW_flow_SP frac_sup_shortest_paths_tol_1e-2 frac_sup_shortest_paths_tol_1e-3 frac_sup_shortest_paths_tol_1e-4 frac_sup_shortest_paths_tol_1e-5 frac_sup_shortest_paths_tol_1e-6 final_t init_energy
74 3 6.972972972972973 2.0 186696 10 5.60890439122e+00 1.1480e-06 1.40000000000e+01 1.500000e+01 6.6667e-01 2.13317e-01 4.66667e+00 6.3709e+01 4.3333e+00 5.0388e-02 8.0202e-02 5.4264e-02 1.0233e-07 2.0000e+00 exp_EMA_gamma2 3 0 0 0 0 0 1309.3333333333333 690.3333333333334 587.6666666666666 587.6666666666666 587.6666666666666 0.0 0.0 0.0 0.0 0.0 2.84290e-01 0.017132892717060574 0.02033873211728868 0.02038924114331723 0.02038924114331723 0.02038924114331723 186695 1.50000000000e+01
74 4 6.972972972972973 2.0 183752 13 9.10041127236e+00 1.8218e-06 2.40000000000e+01 3.100000e+01 5.0000e-01 2.81154e-01 6.00000e+00 6.8335e+01 5.2500e+00 8.1395e-02 1.1703e-01 9.3023e-02 1.0009e-07 2.0000e+00 exp_EMA_gamma2 4 0 0 0 0 0 937.5 689.5 689.5 689.5 689.5 0.0 0.0 0.0 0.0 0.0 2.76891e-01 0.004150978309142352 0.00481064167822181 0.00481064167822181 0.00481064167822181 0.00481064167822181 183751 3.10000000000e+01
74 115 6.972972972972973 2.0 95337 12 1.79298644801e+03 9.1683e-05 1.95000000000e+03 2.566000e+03 8.6087e-01 7.42104e-01 4.55652e+00 1.5536e+02 4.3652e+00 1.9457e+00 2.1502e+00 2.0310e+00 2.5567e-08 2.0000e+00 exp_EMA_gamma2 113 0 0 0 0 0 13.168141592920353 10.91150442477876 10.769911504424778 10.769911504424778 9.097345132743364 0.24347826086956523 0.23478260869565218 0.23478260869565218 0.23478260869565218 0.008695652173913044 7.20470e-01 0.4039637159698762 0.4204591690957151 0.4235933873848007 0.4235933873848007 0.43025112064522336 95336 2.56600000000e+03
74 6 6.972972972972973 2.0 178596 15 1.85535486689e+01 2.4647e-06 2.90000000000e+01 2.900000e+01 1.0000e+00 4.91915e-01 4.16667e+00 6.9745e+01 4.1667e+00 9.6899e-02 1.3150e-01 9.6899e-02 6.6422e-08 2.0000e+00 exp_EMA_gamma2 6 0 0 0 0 0.000488747044641101 972.6666666666666 782.0 687.0 686.5 675.1666666666666 0.0 0.0 0.0 0.0 0.0 4.91915e-01 0.04310323922378604 0.04398245383709478 0.04398857758475616 0.07176635536253394 0.09729188088805946 178595 2.90000000000e+01
74 21 6.972972972972973 2.0 153060 8 1.07467569047e+02 1.2356e-05 1.56000000000e+02 1.910000e+02 6.6667e-01 4.42105e-01 5.52381e+00 1.0175e+02 5.0952e+00 4.1473e-01 5.1325e-01 4.4961e-01 5.7486e-08 2.0000e+00 exp_EMA_gamma2 21 0 0 0 0 0 62.285714285714285 42.714285714285715 42.42857142857143 42.42857142857143 42.19047619047619 0.0 0.0 0.0 0.0 0.0 4.11941e-01 0.07004486023860389 0.07962850744145183 0.08053553691990988 0.08053553691990988 0.08015895425492595 153059 1.91000000000e+02
74 21 6.972972972972973 2.0 153060 5 8.22580344408e+01 7.8715e-06 1.14000000000e+02 1.410000e+02 8.0952e-01 5.00235e-01 4.47619e+00 1.0617e+02 4.2381e+00 3.4496e-01 4.1317e-01 3.6434e-01 4.7847e-08 2.0000e+00 exp_EMA_gamma2 21 0 0 0 0 0 22.714285714285715 20.047619047619047 20.047619047619047 20.047619047619047 20.047619047619047 0.047619047619047616 0.047619047619047616 0.047619047619047616 0.047619047619047616 0.0 5.38025e-01 0.1612637745156542 0.16314397103870787 0.16314397103870787 0.16314397103870787 0.16314397103870787 153059 1.41000000000e+02
74 317 6.972972972972973 2.0 59727 16 1.22188055719e+04 1.3205e-03 1.27730000000e+04 1.625700e+04 8.4543e-01 7.83094e-01 4.64669e+00 2.1519e+02 4.4259e+00 5.4380e+00 5.9546e+00 5.7093e+00 5.4037e-08 2.0000e+00 exp_EMA_gamma2 307 0 0 0 1.6961801402359363e-05 1.6961801402359363e-05 30.2442996742671 14.811074918566776 11.710097719869706 11.710097719869706 11.703583061889251 0.2807570977917981 0.277602523659306 0.2744479495268139 0.2744479495268139 0.04416403785488959 7.31053e-01 0.397366454685083 0.4377065914790496 0.43854743534253854 0.43854743534253854 0.43854743534253854 59726 1.62570000000e+04
74 6 6.972972972972973 2.0 178596 13 1.86836620534e+01 3.1761e-06 3.40000000000e+01 5.800000e+01 6.6667e-01 3.34783e-01 5.66667e+00 7.2750e+01 5.3333e+00 1.2403e-01 1.7267e-01 1.3178e-01 8.4997e-08 2.0000e+00 exp_EMA_gamma2 6 0 0 0 0 0 454.8333333333333 306.0 297.0 297.0 297.0 0.0 0.0 0.0 0.0 0.0 3.20232e-01 0.005276990493879745 0.007498379620127942 0.00795902329993239 0.00795902329993239 0.00795902329993239 178595 5.80000000000e+01
74 625 6.972972972972973 2.0 40752 2 4.80433036471e+04 5.7097e-03 4.98500000000e+04 6.596700e+04 7.9840e-01 8.23890e-01 4.77440e+00 2.1956e+02 4.5232e+00 1.0957e+01 1.1911e+01 1.1566e+01 5.9422e-08 2.0000e+00 exp_EMA_gamma2 576 0 0 1.206714730138124e-06 1.206714730138124e-06 0.046666129660990555 14.350694444444445 9.036458333333334 8.949652777777779 8.93576388888889 8.706597222222221 0.392 0.3664 0.3648 0.3648 0.0864 7.19281e-01 0.43920923790675653 0.462541699455518 0.4626234758003151 0.46266481177915114 0.4658126335968363 40751 6.59670000000e+04
74 445 6.972972972972973 2.0 49642 6 2.45351230230e+04 1.9012e-03 2.53830000000e+04 3.367000e+04 8.2921e-01 8.04759e-01 4.68989e+00 2.1205e+02 4.4764e+00 7.7209e+00 8.3836e+00 8.0891e+00 3.8744e-08 2.0000e+00 exp_EMA_gamma2 433 0 0 0 0 0.003306716900222003 21.937644341801384 15.933025404157044 15.933025404157044 15.796766743648961 14.99769053117783 0.2943820224719101 0.28314606741573034 0.28314606741573034 0.28314606741573034 0.035955056179775284 7.26537e-01 0.4084218906341546 0.426981777225816 0.426981777225816 0.4276430079422272 0.42828004859631646 49641 3.36700000000e+04
74 877 6.972972972972973 2.0 33123 1 8.87991092229e+04 1.5220e-02 9.21520000000e+04 1.226280e+05 8.3352e-01 8.10096e-01 4.60433e+00 2.2742e+02 4.3900e+00 1.4922e+01 1.6250e+01 1.5651e+01 8.5696e-08 2.0000e+00 exp_EMA_gamma2 808 0 0 1.2279846245411008e-06 1.4675389693028686e-06 0.6133528496702783 13.507425742574258 9.486386138613861 9.358910891089108 9.047029702970297 8.111386138613861 0.3409350057012543 0.338654503990878 0.338654503990878 0.338654503990878 0.09122006841505131 7.23827e-01 0.4120941085301757 0.42050918227427125 0.4225696929471871 0.4284660623366814 0.45052794745890556 33122 1.22628000000e+05
74 161 6.972972972972973 2.0 82886 5 3.66931581779e+03 2.9397e-04 4.05000000000e+03 5.050000e+03 8.4472e-01 7.02220e-01 4.78261e+00 1.8042e+02 4.5963e+00 2.8682e+00 3.1955e+00 2.9845e+00 4.0058e-08 2.0000e+00 exp_EMA_gamma2 160 0 0 0 0 0.006872731061501958 22.05 20.5625 20.5625 20.45 17.175 0.16770186335403728 0.15527950310559005 0.15527950310559005 0.15527950310559005 0.006211180124223602 6.67123e-01 0.328990207061625 0.3445576919692276 0.3445576919692276 0.3477395101510458 0.36634767528354756 82885 5.05000000000e+03
74 161 6.972972972972973 2.0 82886 7 3.26376592520e+03 2.1846e-04 3.57500000000e+03 4.481000e+03 8.7578e-01 7.41592e-01 4.62733e+00 1.7662e+02 4.4658e+00 2.7868e+00 3.0585e+00 2.8876e+00 3.3467e-08 2.0000e+00 exp_EMA_gamma2 157 0 0 0 0 0 24.668789808917197 22.64968152866242 22.64968152866242 22.643312101910826 22.095541401273884 0.2732919254658385 0.2670807453416149 0.2670807453416149 0.2670807453416149 0.024844720496894408 7.23470e-01 0.41836105125298906 0.41975073074776403 0.41975073074776403 0.4208123018730295 0.42257859776751 82885 4.48100000000e+03
74 115 6.972972972972973 2.0 95337 16 1.80065336044e+03 1.6302e-04 1.99300000000e+03 2.510000e+03 8.6087e-01 7.38669e-01 4.47826e+00 1.6299e+02 4.2609e+00 1.8992e+00 2.1368e+00 1.9961e+00 4.5267e-08 2.0000e+00 exp_EMA_gamma2 113 0 0 0 0 0.010439071899228505 82.09734513274336 19.849557522123895 19.672566371681416 19.58407079646018 17.778761061946902 0.24347826086956523 0.23478260869565218 0.23478260869565218 0.23478260869565218 0.02608695652173913 7.04379e-01 0.3623476488003481 0.39474772402145814 0.3954862328244831 0.39887856320796383 0.4153214721556177 95336 2.51000000000e+03
74 317 6.972972972972973 2.0 59727 18 1.19177856142e+04 1.2497e-03 1.27510000000e+04 1.619500e+04 8.5804e-01 7.72769e-01 4.52050e+00 1.9783e+02 4.3438e+00 5.3372e+00 5.8483e+00 5.5543e+00 5.2428e-08 2.0000e+00 exp_EMA_gamma2 311 0 0 0 0 0.013705245248977623 34.80707395498392 29.411575562700964 29.411575562700964 29.360128617363344 22.45337620578778 0.2586750788643533 0.24605678233438485 0.23974763406940064 0.23974763406940064 0.022082018927444796 7.13943e-01 0.36450235320354457 0.3755266484652804 0.3755266484652804 0.3773126732132873 0.38533506530179534 59726 1.61950000000e+04
74 58 6.972972972972973 2.0 120698 16 4.43291615773e+02 2.1645e-05 4.99000000000e+02 6.310000e+02 8.7931e-01 7.25735e-01 4.32759e+00 1.3019e+02 4.1552e+00 9.3411e-01 1.0454e+00 9.7287e-01 2.4414e-08 2.0000e+00 exp_EMA_gamma2 57 0 0 0 1.0317483771737135e-07 5.421052803271608e-05 26.87719298245614 12.947368421052632 12.894736842105264 12.070175438596491 11.894736842105264 0.20689655172413793 0.20689655172413793 0.20689655172413793 0.1724137931034483 0.017241379310344827 7.23084e-01 0.3372250924915317 0.36732021918197433 0.37080114371553047 0.3983051942458968 0.40296267127179486 120697 6.31000000000e+02
74 226 6.972972972972973 2.0 70867 9 6.34253823932e+03 4.3084e-04 6.86100000000e+03 9.072000e+03 8.4071e-01 7.44831e-01 4.65929e+00 1.8054e+02 4.4602e+00 3.9070e+00 4.2691e+00 4.0814e+00 3.3964e-08 2.0000e+00 exp_EMA_gamma2 215 0 0 0 0 0.00781097678178199 28.15813953488372 19.162790697674417 19.162790697674417 19.09767441860465 18.004651162790697 0.2610619469026549 0.2610619469026549 0.2610619469026549 0.2610619469026549 0.048672566371681415 7.18302e-01 0.4282370534285058 0.4304422705096315 0.4304422705096315 0.4323728722076751 0.4355433994211502 70866 9.07200000000e+03
74 42 6.972972972972973 2.0 131947 5 3.14935301090e+02 2.0448e-05 3.73000000000e+02 5.020000e+02 8.0952e-01 5.79388e-01 4.97619e+00 1.2894e+02 4.7143e+00 7.6744e-01 8.9777e-01 8.1008e-01 3.2464e-08 2.0000e+00 exp_EMA_gamma2 42 0 0 0 0 0 74.14285714285714 44.833333333333336 44.833333333333336 44.833333333333336 41.92857142857143 0.07142857142857142 0.07142857142857142 0.07142857142857142 0.07142857142857142 0.0 5.55518e-01 0.23778568959187257 0.2620216189984366 0.2620216189984366 0.2620216189984366 0.26414230505070957 131946 5.02000000000e+02
