1000	888	3	45	37902.0	8.177927927927929	 108.38989329338074 
1000	888	3	116	37448.0	8.132882882882884	 507.93851947784424 
1000	888	3	33	37573.0	8.143018018018019	 325.93597650527954 
1000	888	3	41	38296.0	8.20045045045045	 370.75530648231506 
1000	888	3	35	38735.0	8.280405405405405	 1372.6570966243744 
1000	888	3	76	36950.0	8.072072072072071	 542.8143124580383 
1000	888	3	191	37051.0	8.09572072072072	 1323.9475076198578 
1000	888	3	198	37370.0	8.11036036036036	 418.8701260089874 
1000	888	3	57	38204.0	8.213963963963964	 1968.582561969757 
1000	888	3	179	39340.0	8.342342342342342	 665.0620839595795 
1000	888	3	108	38426.0	8.256756756756756	 800.682633638382 
1000	888	3	32	37591.0	8.13626126126126	 328.48246335983276 
1000	888	3	92	37891.0	8.20382882882883	 1103.5914719104767 
1000	888	3	199	38254.0	8.22072072072072	 1921.746503829956 
1000	888	3	154	37534.0	8.137387387387387	 573.2497746944427 
1000	888	3	51	38849.0	8.280405405405405	 901.5966784954071 
1000	888	3	149	37789.0	8.176801801801801	 95.82813620567322 
1000	888	3	174	38121.0	8.199324324324325	 1036.3383312225342 
1000	888	3	153	37901.0	8.179054054054054	 763.0221784114838 
1000	888	3	196	38812.0	8.25	 909.754251241684 
1000	888	3	178	36335.0	8.001126126126126	 1169.0877256393433 
1000	888	3	16	38512.0	8.25	 452.94026160240173 
1000	888	3	71	38791.0	8.257882882882884	 1295.276790857315 
1000	888	3	39	37369.0	8.13400900900901	 1161.3266069889069 
1000	888	3	121	38263.0	8.221846846846846	 331.9043571949005 
1000	888	3	19	37806.0	8.155405405405405	 364.83578991889954 
1000	888	3	22	38043.0	8.190315315315315	 1053.6890182495117 
1000	888	3	96	37292.0	8.112612612612613	 1231.867619752884 
1000	888	3	85	37205.0	8.082207207207206	 883.0967643260956 
1000	888	3	82	37709.0	8.140765765765765	 1954.1472642421722 
1000	888	3	75	37355.0	8.122747747747749	 375.0138945579529 
1000	888	3	145	37426.0	8.144144144144144	 1737.0744261741638 
1000	888	3	81	38295.0	8.233108108108109	 1952.0870563983917 
1000	888	3	54	37933.0	8.190315315315315	 277.1512625217438 
1000	888	3	181	38862.0	8.306306306306306	 1933.8645932674408 
1000	888	3	24	38085.0	8.199324324324325	 660.7484331130981 
1000	888	3	77	37444.0	8.141891891891891	 748.347818851471 
1000	888	3	150	37760.0	8.16891891891892	 1845.8760268688202 
1000	888	3	100	37614.0	8.132882882882884	 766.1029562950134 
1000	888	3	135	37548.0	8.144144144144144	 176.0297110080719 
1000	888	3	34	38406.0	8.246621621621621	 1935.0767307281494 
1000	888	3	186	38279.0	8.228603603603604	 831.4810075759888 
