200	958	-1	110	16337.0	3.209812108559499
200	958	-1	199	15924.0	3.173277661795407
200	958	-1	4	16786.0	3.2526096033402925
200	958	-1	159	16326.0	3.2171189979123174
200	958	-1	20	16340.0	3.210855949895616
200	958	-1	112	16232.0	3.2025052192066807
200	958	-1	73	16056.0	3.1816283924843423
200	958	-1	21	16138.0	3.1878914405010437
200	958	-1	7	16368.0	3.2129436325678498
200	958	-1	131	16060.0	3.18580375782881
200	958	-1	79	16455.0	3.2265135699373695
200	958	-1	72	15819.0	3.1659707724425887
200	958	-1	6	16161.0	3.1951983298538624
200	958	-1	137	16073.0	3.1868475991649268
200	958	-1	193	16369.0	3.2139874739039667
200	958	-1	87	16305.0	3.2056367432150314
200	958	-1	22	15858.0	3.162839248434238
200	958	-1	108	15703.0	3.153444676409186
200	958	-1	153	16161.0	3.193110647181628
200	958	-1	128	15974.0	3.183716075156576
200	958	-1	91	16179.0	3.19937369519833
200	958	-1	67	16329.0	3.209812108559499
200	958	-1	92	16230.0	3.2025052192066807
200	958	-1	122	15893.0	3.1701461377870563
200	958	-1	86	16381.0	3.222338204592902
200	958	-1	156	16446.0	3.2275574112734864
200	958	-1	65	15793.0	3.1555323590814197
200	958	-1	102	16450.0	3.223382045929019
200	958	-1	127	16135.0	3.1910229645093944
200	958	-1	89	16068.0	3.1878914405010437
200	958	-1	138	16465.0	3.2286012526096033
200	958	-1	104	16332.0	3.2045929018789145
200	958	-1	197	15903.0	3.161795407098121
200	958	-1	90	16204.0	3.200417536534447
200	958	-1	1	16174.0	3.1962421711899793
200	958	-1	61	16509.0	3.232776617954071
200	958	-1	135	15821.0	3.1576200417536535
200	958	-1	106	16119.0	3.1889352818371606
200	958	-1	5	16160.0	3.198329853862213
200	958	-1	147	16302.0	3.208768267223382
200	958	-1	80	16260.0	3.2045929018789145
200	958	-1	198	16451.0	3.230688935281837
200	958	-1	172	16070.0	3.1816283924843423
200	958	-1	195	16212.0	3.198329853862213
200	958	-1	23	16609.0	3.241127348643006
200	958	-1	111	16465.0	3.230688935281837
200	958	-1	107	16174.0	3.198329853862213
200	958	-1	77	16028.0	3.183716075156576
200	958	-1	155	16081.0	3.1805845511482254
200	958	-1	164	16102.0	3.1920668058455113
200	958	-1	134	16421.0	3.220250521920668
200	958	-1	66	15957.0	3.17223382045929
200	958	-1	78	16233.0	3.19937369519833
200	958	-1	184	16163.0	3.193110647181628
200	958	-1	157	16693.0	3.241127348643006
200	958	-1	55	16490.0	3.233820459290188
200	958	-1	171	16191.0	3.1951983298538624
200	958	-1	165	16454.0	3.22964509394572
200	958	-1	174	16258.0	3.2066805845511483
200	958	-1	105	16200.0	3.1962421711899793
200	958	-1	24	16074.0	3.1878914405010437
200	958	-1	175	16582.0	3.242171189979123
200	958	-1	194	16178.0	3.198329853862213
200	958	-1	64	16283.0	3.201461377870564
200	958	-1	158	16193.0	3.2035490605427976
200	958	-1	62	15775.0	3.1576200417536535
200	958	-1	132	15983.0	3.174321503131524
200	958	-1	136	16191.0	3.2035490605427976
200	958	-1	53	16171.0	3.1972860125260962
200	958	-1	190	15970.0	3.1774530271398747
200	958	-1	19	16385.0	3.2139874739039667
200	958	-1	63	16426.0	3.223382045929019
200	958	-1	3	15702.0	3.150313152400835
200	958	-1	42	16185.0	3.1972860125260962
200	958	-1	39	16055.0	3.1889352818371606
200	958	-1	56	16204.0	3.2025052192066807
200	958	-1	60	16080.0	3.1899791231732775
200	958	-1	84	15621.0	3.1450939457202507
200	958	-1	163	16149.0	3.1972860125260962
200	958	-1	13	15777.0	3.153444676409186
200	958	-1	151	16050.0	3.1816283924843423
200	958	-1	54	16169.0	3.1972860125260962
200	958	-1	41	16565.0	3.2369519832985385
200	958	-1	133	16164.0	3.1920668058455113
200	958	-1	160	16650.0	3.2484342379958244
200	958	-1	103	16181.0	3.1972860125260962
200	958	-1	40	16494.0	3.2275574112734864
200	958	-1	52	15942.0	3.1670146137787056
200	958	-1	43	16548.0	3.2463465553235906
200	958	-1	169	16620.0	3.242171189979123
200	958	-1	18	16212.0	3.2045929018789145
200	958	-1	176	16497.0	3.2244258872651357
200	958	-1	162	16094.0	3.183716075156576
200	958	-1	148	16397.0	3.220250521920668
200	958	-1	139	16611.0	3.241127348643006
200	958	-1	188	16163.0	3.1910229645093944
200	958	-1	150	16446.0	3.219206680584551
200	958	-1	12	16247.0	3.2077244258872653
200	958	-1	189	16499.0	3.2286012526096033
200	958	-1	49	16243.0	3.2056367432150314
200	958	-1	154	16577.0	3.230688935281837
200	958	-1	99	15985.0	3.1784968684759916
200	958	-1	74	16239.0	3.2035490605427976
200	958	-1	125	16339.0	3.2160751565762005
200	958	-1	0	15824.0	3.164926931106472
200	958	-1	109	16286.0	3.2129436325678498
200	958	-1	161	16174.0	3.2066805845511483
200	958	-1	130	16487.0	3.222338204592902
200	958	-1	152	16080.0	3.1878914405010437
200	958	-1	191	16050.0	3.18580375782881
200	958	-1	149	16174.0	3.194154488517745
