400	58	-1	52	277.060185974003	8.39655172413793
400	58	-1	12	291.7907512030752	8.431034482758621
400	58	-1	79	302.06006935216925	8.551724137931034
400	58	-1	67	294.6074911600868	8.637931034482758
400	58	-1	44	300.4881297840203	8.448275862068966
400	58	-1	11	293.25635823871977	8.068965517241379
400	58	-1	39	298.5493763286806	7.741379310344827
400	58	-1	38	279.8205051814402	8.189655172413794
400	58	-1	47	275.75891561421963	8.0
400	58	-1	13	302.26464799012564	8.379310344827585
400	58	-1	8	285.6331130319176	7.396551724137931
400	58	-1	53	286.35409689095235	8.827586206896552
400	58	-1	51	292.28250170182736	8.03448275862069
400	58	-1	40	306.5416525872471	9.241379310344827
400	58	-1	69	279.1332943452136	7.913793103448276
400	58	-1	84	289.51631576752857	8.327586206896552
400	58	-1	15	294.23633537686527	8.672413793103448
400	58	-1	63	293.0619936260896	8.155172413793103
400	58	-1	65	285.5867658033469	8.241379310344827
400	58	-1	141	286.2729006211371	8.120689655172415
400	58	-1	140	302.46333223909653	8.827586206896552
400	58	-1	139	282.1558287232377	8.310344827586206
400	58	-1	137	281.5995724220926	8.517241379310345
400	58	-1	131	287.6180936753288	8.051724137931034
400	58	-1	42	278.88842736286716	7.672413793103448
400	58	-1	66	293.055643555014	8.0
400	58	-1	118	295.37720528351764	8.344827586206897
400	58	-1	136	277.1027251234882	7.637931034482759
400	58	-1	104	291.1967529905757	8.189655172413794
400	58	-1	92	282.2385765564244	7.344827586206897
400	58	-1	95	300.4708474454525	8.568965517241379
400	58	-1	93	266.0388801282046	8.948275862068966
400	58	-1	160	294.5205294798119	8.224137931034482
400	58	-1	48	291.5053611257414	7.896551724137931
400	58	-1	105	284.0974718295059	7.741379310344827
400	58	-1	129	288.6256308374746	8.155172413793103
400	58	-1	158	285.81345464627634	8.327586206896552
400	58	-1	135	284.02408381370776	8.310344827586206
400	58	-1	163	289.0504141142047	10.741379310344827
400	58	-1	148	294.63393913207807	8.568965517241379
400	58	-1	154	290.2216217449574	8.586206896551724
400	58	-1	9	297.7514479336205	8.206896551724139
400	58	-1	181	280.30438035347106	7.655172413793103
400	58	-1	134	290.58974114795194	8.862068965517242
400	58	-1	150	281.8943512161298	8.0
400	58	-1	89	285.51571404366604	8.741379310344827
400	58	-1	85	303.0099560360904	9.39655172413793
400	58	-1	75	286.07372539958004	7.793103448275862
400	58	-1	156	290.8218400639995	7.810344827586207
400	58	-1	101	280.6217507549375	7.844827586206897
400	58	-1	182	291.1289116007273	7.672413793103448
400	58	-1	146	289.5257513888703	7.810344827586207
400	58	-1	97	281.82537715490196	8.155172413793103
400	58	-1	161	284.77373120121473	7.603448275862069
400	58	-1	187	286.1332298227909	8.482758620689655
400	58	-1	190	300.3547673909619	8.362068965517242
400	58	-1	189	280.12796542153035	7.258620689655173
400	58	-1	22	282.7498416377561	7.672413793103448
400	58	-1	34	288.5486958186447	8.241379310344827
400	58	-1	199	300.9728980809129	8.982758620689655
400	58	-1	138	281.28563861320976	8.60344827586207
400	58	-1	151	283.51206640421964	8.086206896551724
400	58	-1	32	291.0154260559892	7.982758620689655
400	58	-1	196	291.8700168257388	8.327586206896552
400	58	-1	184	270.98005021611226	8.224137931034482
400	58	-1	194	286.2366718326772	8.413793103448276
400	58	-1	169	302.9257002296511	9.017241379310345
400	58	-1	172	289.65080919278176	8.5
400	58	-1	28	292.6898660609099	7.775862068965517
400	58	-1	191	279.7520496211169	8.224137931034482
400	58	-1	25	283.0882893259783	8.206896551724139
400	58	-1	155	299.67506988875857	7.948275862068965
400	58	-1	24	292.92047004535954	8.051724137931034
400	58	-1	20	290.0402499955603	8.862068965517242
400	58	-1	173	295.59618989019424	7.948275862068965
400	58	-1	56	295.8125191039296	9.879310344827585
400	58	-1	100	296.95774613929296	7.568965517241379
400	58	-1	61	292.1696931493652	9.172413793103448
400	58	-1	14	296.30168392153354	8.189655172413794
400	58	-1	164	296.5464811668639	7.948275862068965
400	58	-1	166	284.67891122977204	7.672413793103448
400	58	-1	88	273.10337075403555	8.120689655172415
400	58	-1	60	282.94085891740616	7.603448275862069
